Country,State (US) -province (CA) -Area WRLD,Type and operator,Field,County,Start date ,"Area, acres",No. Well prod.,No. Well inj.,Pay zone ,Formation,EOR type,EOR short,Porosity perc.,"Permeability, md","Depth, ft M21","Gravity, API","Oil, cp",Satur. perc. start,Satur. perc. end,"Oil, gradesF",Prev. Prod. ,Proj- matur. ,"tot. Prod., b-d","enh. Prod., b-d",Proj- eval. ,Profit,proj scope
USA,Calif.,Aera Energy,South Belridge,Kem,1961,6200,1600,400,Tulare,us,STEAM,STEAM,35,2000,850,13.5,2750,75,20,95,Prim.,NC,22000,22000,Succ.,Yes,FW
USA,Calif.,Aera Energy ,South Belridge,Kem,1995,155,350,245,Diatomite Opal A,Tripol.,STEAM,STEAM,60,3,1400,29,26,45,20,110,WF,JS,12000,3000,Prom.,Yes,Exp. L.
USA,Calif.,Aera Energy,Coalinga,Fresno,1965,540,434,91,Temblor,s,STEAM,STEAM,32,1350,1237.5,12.5,6000,60,10,84-98,Prim.,HF,5119,5119,Succ.,Yes,FW
USA,Calif.,Aera Energy ,Coalinga,Fresno,1987,290,85,19,Etchegoin,s,STEAM,STEAM,34,900,825,9.5,19750,55,10,84,Prim.,HF,1374,1374,Succ.,Yes,FW
USA,Calif.,Aera Energy,Cymric,Kem,1986,600,130,70,Tulare,s,STEAM,STEAM,36,2000,1000,12.5,1500,65,20,95-105,Prim.,NC,18000,18000,Succ.,Yes,FW
USA,Calif.,Aera Energy ,Lost Hills,Kem,1975,170,450,135,Tulare,us,STEAM,STEAM,40,2000,200,13,2750,60,20,82,Prim.,HF,6400,6400,Succ.,Yes,FW
USA,Calif.,Aera Energy,McKittrick,Kem,1988,160,100,45,Tulare,s,STEAM,STEAM,36,1500,600,11,32000,60,20,83,Prim.,NC,1300,1300,Succ.,Yes,FW
USA,Calif.,Aera Energy ,Midway-Sunset,Kem,1967,1600,1440,131,Potter,s,STEAM,STEAM,30,1250,1000,12,,67.5,15,91-110,Prim.,NC,8971,8971,Succ.,Yes,FW
USA,Calif.,Aera Energy,Midway-Sunset,Kem,1970,1230,1269,240,Monarch,s,STEAM,STEAM,29,2350,1150,13,32500,62.5,15,85-100,Prim.,NC,12462,12462,Succ.,Yes,FW
USA,Calif.,Aera Energy ,Midway-Sunset,Kem,1984,15,4,,Sub Lakeview,s,STEAM,STEAM,30,4500,1300,13,4000,60,15,90,Prim.,NC,25,25,Succ.,Yes,LW
USA,Calif.,Aera Energy,Midway-Sunset,Kem,1969,50,73,16,Metson,s,STEAM,STEAM,30,3000,1100,11,10000,75,15,130,Prim.,NC,1039,1039,Succ.,Yes,LW
USA,Calif.,Aera Energy ,Midway-Sunset,Kem,1988,73,95,32,Marvic,s,STEAM,STEAM,30,300,1100,13,3500,65,15,104,SS,HF,1454,1454,Succ.,Yes,LW
USA,Calif.,Aera Energy,Midway-Sunset,Kem,1997,48,23,0,Diatomite,s,STEAM,STEAM,65,5,550,12.5,1000,75,,90,Prim.,NC,161,161,Succ.,Yes,LW
USA,Calif.,Aera Energy ,Midway-Sunset,Kem,1980,427,427,24,Tulare,s,STEAM,STEAM,31,3150,1000,11.4,6000,60,16,90,Prim.,HF,3999,3999,Succ.,Yes,FW
USA,Calif.,Aera Energy,San Ardo,Monterey,1968,125,20,,Aurignac,s,STEAM,STEAM,34.5,2000,2300,12,1000,55,27,130,SS,NC,250,250,Succ.,Yes,FW
USA,Calif.,Aera Energy ,San Ardo,Monterey,1980,580,222,48,Lombardi,s,STEAM,STEAM,32.5,2260,2100,11,3000,55,27,125,SS,HF,9500,9500,Succ.,Yes,FW
USA,Calif.,Beny,Midway-Sunset,Kem,2002,15,35,20,Tulare,s,STEAM,STEAM,30,3500,800,10,10000,60,23,90,CS,JS,1000,750,Succ.,Yes,RW
USA,Calif.,Beny,North Midway-Sunset,Kem,1965,160,125,,Potter,s,STEAM,STEAM,30,3000,1300,14,4000,70,15,85,Prim.,NC,550,400,Succ.,Yes,FW
USA,Calif.,Beny,South Midway-Sunset,Kem,1964,600,1200,,Monarch,s,STEAM,STEAM,30,2000,1000,13,8000,70,15,80,Prim.,HF,"10,000",7000,Succ.,Yes,FW
USA,Calif.,Beny,Placerita,Los Angeles,1987,120,50,58,Lower Kraft,s,STEAM,STEAM,27,1500,1800,13,10000,60,,90,Prim/Cyclic,HF,"3,000","2,700",Succ.,Yes,"FW, RW, Exp. L"
USA,Calif.,Beny,Midway-Sunset South,Kem,2005,40,50,4,Main 10-10,s,STEAM,STEAM,30,1500,1700,13,8000,60,,80,Prim/Cyclic,JS,400,300,TETT,,RW
USA,Calif.,Beny,Paso Creek,Kem,2005,200,77,3,Etchegoin/Chanac,s,STEAM,STEAM,33,4000,1200,13,2800,50,,110,Cyclic,JS,700,650,Prom.,,FW
USA,Calif.,Beny,North Midway-Sunset,Kem,2006,100,87,,Diatomite,Tripol.,STEAM,STEAM,65,1,800,14,,65,,,SD,JS,"1,530","1,530",Prom,TETT,"Exp. L, LW"
USA,Calif.,Beny,Midway-Sunset South,Kem,2007,10,4,,Diatomite,Tripol.,STEAM,STEAM,65,1,1100,14,4000,60,,90,,JS,,25,TETT,TETT,"Exp. L, LW"
USA,Calif.,Beny,Midway-Sunset South,Kem,2007,60,10,1,Monarch,s,STEAM,STEAM,30,800,1400,14,4000,65,,90,C,JS,,200,TETT,TETT,"Exp. L, LW"
USA,Tex.,Carrizo,Camp Hill,Anderson,2009,125,80,25,Carrizo,s,STEAM,STEAM,37,3500,475,19,1200,65,29,75,Prim.,JS,60,lOC,TETT,TETT,LW
USA,Calif.,Chevron,Cymric,Kem,1980,380,510,,Antelope,,STEAM,STEAM,58,5,1500,13,,40,,110,Prim.,NC,21200,21200,Succ.,Yes,LW
USA,Calif.,Chevron,Cymric,Kem,1975,552,360,80,Tulare,s,STEAM,STEAM,34.8,2700,1200,12,5200,53,18,100,SS,HF,10200,10200,Succ.,Yes,LW
USA,Calif.,Chevron,Midway,Kem,1964,1214,2039,225,Potter,us,STEAM,STEAM,30,3000,1500,12,4000,60,15,100,C,HF,21000,21000,Succ.,Yes,FW
USA,Calif.,Chevron,Midway,Kem,1982,80,123,3,Tulare,us,STEAM,STEAM,31,1300,1500,11,5000,50,43,100,Prim.,HF,500,500,Succ.,Yes,Exp. L
USA,Calif.,Chevron,Midway,Kem,1970,1200,711,69,Spellacy,us,STEAM,STEAM,30,2250,1500,12,5000,60,20,100,Prim.,HF,9400,9401,Succ.,Yes,Exp. L
USA,Calif.,Chevron,West Coalinga,Fresno,1990,1291,541,132,Temblor,s,STEAM,STEAM,34,1510,1640,14,3720,44,14,100,SS,HF,6558,6558,Succ.,Yes,RW
USA,Calif.,Chevron,Kern River,Kem,1968,9660,8692,1219,Kern River,s,STEAM,STEAM,32,2000,1000,13,4000,50,15,90,Prim.,HF,86000,86000,Succ.,Yes,FW
USA,Calif.,Chevron,San Ardo,Monterey,1987,125,92,13,Lombardi,s,STEAM,STEAM,34,6700,1900,12,1200,46,15,135,C,HF,2750,2750,Succ.,Yes,P (Exp. L)
USA,Wyo.,Derek Oil & Gas Corp.,LAK Ranch,Newcastle,2004,20,1,3,Newcastle,s,STEAM,STEAM,22,100,1000,16,20,85,60,54,NA,JS,40,40,TETT,TETT,P
USA,Wyo.,Derek Oil & Gas Corp.,Newcastle,Weston,2007,30,8,4,Newcastle Sandstone,s,STEAM,STEAM,22,100,800,20,20,85,60,54,SD,C,30,30,Prom.,,P
USA,Calif.,ExxonMobil,South Belridge,Kem,1987,90,48,24,Tulare,s,STEAM,STEAM,38,2000,1250,13,450,,,95,,HF,1000,800,Succ.,Yes,FW
USA,Mo.,MegaWest Energy Corp.,Deerfield,Verron,2009,40,100,38,Warner,s,STEAM,STEAM,22,500,250,17.6,2900,60,20,55,,JS,180,180,TETT,Breakeven,Exp. L.
USA,Calif.,Naftex,Edison 27-RT,Kern,1977,30,65,29,Chanac,s,STEAM,STEAM,30,2800,1000,14,2000,50,15,90,Prim.,NC,550,550,Succ.,Yes,FW
USA,Calif.,Occidental,Kern Front,Kem,1981,3380,595,120,Etchegoin,s,STEAM,STEAM,30,2000,1800,14.8,1525,45,15,95,Prim,HF,"7,700",6000,Succ.,Yes,FW
USA,Calif.,Occidental,North Antelope Hills,Kem,1980,300,77,13,Packwood,s,STEAM,STEAM,32,1500,1200,14,1400,50,10,80,Prim,HF,"1,150",1000,Succ.,Yes,FW
USA,Calif.,Occidental,Lost Hills,Kem,2008,324,231,67,Tulare,us,STEAM,STEAM,40.3,3048,175,12.7,2200,55,15,75,C,JS,"3,270","3,000",Prom,Yes,Exp. L.
USA,Calif.,Occidental,Lost Hills,Kem,2011,30,42,10,Etchegoin,us,STEAM,STEAM,39.2,955,300,13.9,1000,48,15,80,C,JS,330,330,Prom,Yes,Exp. L.
USA,Calif.,Seneca Resources,Midway-Sunset South,Kem,2001,90,45,40,Antelope,s,STEAM,STEAM,34,850,1150,15.5,345,80,60,100,Prim.,NC,360,345,Succ.,Yes,FW
USA,Calif.,Seneca Resources,Midway-Sunset South,Kem,2002,94,17,17,Antelope,s,STEAM,STEAM,34,1250,450,11,20000,85,60,80,NA,JS,200,200,TETT,TETT,P (Exp. L)
USA,Calif.,Seneca Resources,Midway-Sunset,Kem,1968,320,800,,Potter Sand,us,STEAM,STEAM,37,5500,1400,12,3000,65,20,100,Prim.,HF,6000,4.500,Succ.,,RW
USA,Calif.,Stockdale,Kern Front,Kem,1993,160,54,6,Etchegoin,s,STEAM,STEAM,30,1000,2000,13,,70,,80,SS,JS,700,550,Succ.,Yes,Exp. L.
USA,Calif.,Tidelands,Wilmington,Los Angeles,1996,44,3,2,S Tar,us,STEAM,STEAM,31,1000,2300,13,300,58,28,125,WF,JS,350,350,Succ.,,P
USA,Calif.,Chevron,San Ardo,Monterey,1987,700,7,3,Aurignac,s,HOT WATER,HOT WATER,32,2000,2100,12,900,15,10,135,SF,NC,253,226,Succ.,Yes,LW
USA,Calif.,Chevron,West Coalinga,Fresno,1973,780,194,180,Temblor,s,HOT WATER,HOT WATER,34,1500,1350,14,3350,48,15,100,SS,,"1,450","1,450",Succ.,Yes,RW
USA,La.,Bayou State,Bellevue,Bossier,1970,200,115,15,Nacatoch,s,COMBUSTION,COMBUSTION,32,650,400,19,660,94,49,,Prim.,HF,240,240,Succ.,Yes,FW
USA,ND,Continental Resources,Medicine Pole Hills,Bowman,1985,8960,13,9,Red river B and C,Dalo.,COMBUSTION,COMBUSTION,17,15,9500,38,,52,30,230,Prim.,C,394,394,Succ.,Yes,FW
USA,ND,Continental Resources,West Medicine Pole,Bowman,2001,14335,22,6,Red river B and C,Dalo.,COMBUSTION,COMBUSTION,17,10,9500,33,,50,33,215,Prim.,C,981,981,Succ.,Yes,FW
USA,ND,Continental Resources,South Medicine Pole,Bowman,2003,11500,11,7,Red river B ,Dalo.,COMBUSTION,COMBUSTION,17,10,9200,33,,50,30,220,Prim.,C,405,405,Succ.,Yes,FW
USA,ND,Continental Resources,Cedar Hills North Unit,Bowman,2002,51200,117,121,Red River,Dalo.,COMBUSTION,COMBUSTION,18,10,9000,33,,55,26,215,Prim.,C,"12,733","12,733",Succ.,Yes,FW
USA,Mont.,Continental Resources,West Cedar Hills unit,Fallon,2003,7800,10,5,Red river B ,Dalo.,COMBUSTION,COMBUSTION,17,10,9000,33,,55,26,215,Prim.,C,581,581,Succ.,Yes,FW
USA,SD,Continental Resources,Buffalo,Harding,1979,7680,13,7,Red river B ,Dalo.,COMBUSTION,COMBUSTION,20,10,8450,31,,55,20,215,Prim.,C,465,465,Succ.,Yes,FW
USA,SD,Continental Resources,West Buffalo,Harding,1987,4640,11,6,Red river B ,Dalo.,COMBUSTION,COMBUSTION,20,10,8450,32,,55,20,215,Prim.,C,357,357,Succ.,Yes,FW
USA,SD,Continental Resources,South Buffalo,Harding,1983,20800,35,13,Red river B ,Dalo.,COMBUSTION,COMBUSTION,20,10,8450,31,,55,20,215,Prim.,C,805,806,Succ.,Yes,FW
USA,Monl,Encore Acquisition,Pennel Phase 1,Fallon,2002,2924,22,8,Red river A,Dalo.,COMBUSTION,COMBUSTION,17,10,8800,33,1.44,75,39,200,WF,JS,429,160,Succ.,Yes,Exp. L
USA,Monl,Encore Acquisition,Pennel Phase 2,Fallon,2002,10010,56,24,Red river A,Dalo.,COMBUSTION,COMBUSTION,17,10,8800,33,1.44,85,46,201,WF,JS,"1,550",100,Prom.,Yes,Exp. L
USA,Monl,Encore Acquisition,Little Beaver,Fallon,2002,10400,57,29,Red river A,Dalo.,COMBUSTION,COMBUSTION,17,10,8300,33,1.44,83,60,202,WF,JS,"1,650",750,Prom.,Yes,Exp. L
USA,Wyo.,Anadarko,Salt Creek Sth Unit,Natrona,2012,570,42,26,"Frontier, Wall",SS,CO2 MISCIBLE,CO2,17,25,1750,39,0.6,32,24,105,Prim.,JS,100,11,TETT,NA,RW
USA,Wyo.,Anadarko,Salt Creek Sth Unit,Natrona,2012,1325,48,32,"Frontier, Wall",SS,CO2 MISCIBLE,CO2,18,30,2200,39,0.6,32,24,112,Prim.,JS,150,11,TETT,NA,RW
USA,Wyo.,Anadarko,Salt Creek ,Natrona,2004,6000,321,279,Wall Creek 2,s,CO2 MISCIBLE,CO2,18,75,1900,37,0.6,39,24,105,WF,H,9.500,9.500,Succ.,Yes,"RW, Exp L"
USA,Wyo.,Anadarko,Salt Creek ,Natrona,2005,5,4,1,Wall Creek 1,s,CO2 MISCIBLE,CO2,17,30,1150,35,0.6,32,24,99,WF,C,,,Prom.,,p
USA,Wyo.,Anadarko,Salt Creek ,Natrona,2010,600,40,27,Wall Creek 1,SS,CO2 MISCIBLE,CO2,17,30,1600,35,0.6,32,24,99,Prim.lWF,JS,"1,200","1,200",Succ.,,RW
USA,Wyo.,Anadarko,Sussex,Johnson,2004,25,4,1,Tensleep,s,CO2 MISCIBLE,CO2,10,16,9000,30,2.0,,,200,WF,C,,,Prom.,,p
USA,Tex.,Apache,Adair,Gaines,1997,5338,90,61,San Andres,Dolo.,CO2 MISCIBLE,CO2,14.1,4,4789,33.5,,,,104,WF,HF,"2,350",,Succ.,,Exp.
USA,Tex.,Apache,Adair,Gaines,2004,2550,11,11,Wolfcamp,Dolo.,CO2 MISCIBLE,CO2,12.4,28,8500,42,,,,126,WF,JS,420,,Prom.,,TETT
USA,Tex.,Apache,Slaughter,"Hockley, ",1986,569,43,21,San Andres,Dolo.,CO2 MISCIBLE,CO2,12.5,6,4900,32,1,,,110,WF,HF,600,580,Succ.,Yes,LW
USA,Tex.,Apache,Slaughter,"Hockley,",1989,8559,259,164,San Andres,Dolo.,CO2 MISCIBLE,CO2,10,3,5000,32,2,45,8,107,WF,JS,"5,800","4,000",Succ.,Yes,LW
USA,Okla.,Chaparral Energy,Sho-Vel-Tum,Stephens,1982,1100,60,40,Sims,s,CO2 MISCIBLE,CO2,16,70,6200,30,3,59,42,115,WF,HF,1.000,1.000,Succ.,Yes,FW
USA,Okla.,Chaparral Energy,Camrick,Beaver,2001,2320,38,32,Morrow,s,CO2 MISCIBLE,CO2,15,63,7260,38.5,2,52,,152,WF,JS,"1,510","1,410",Succ.,Yes,"Phase 1,2,3"
USA,Tex.,Chaparral Energy,North Perryton,Ochiltree,2007,2.5,12,6,Upper Morrow,s,CO2 MISCIBLE,CO2,15.2,63,7300,38,3,52,,152,WF,JS,380,350,TETT,TETT,Phase 1
USA,Tex.,Chaparral Energy,Albert Spicer,Ochiltree,2009,577,5,2,Upper Morrow,s,CO2 MISCIBLE,CO2,21,50,8060,39,4,51,,177,WF,JS,6,,TETT,TETT,
USA,Tex.,Chaparral Energy,Booker Trosper,Ochiltree,2009,1325,3,3,Upper Morrow,s,CO2 MISCIBLE,CO2,20,50,8060,39,5,56,,177,WF,JS,6,,TETT,TETT,
USA,Tex.,Chaparral Energy,Gramstorff Unit,Ochiltree,2009,829,5,3,Upper Morrow,s,CO2 MISCIBLE,CO2,21,109,8060,39,6,57,,177,WF,JS,19,,TETT,TETT,
USA,Colo.,Chevron ,Rangely Weber San,Rio,1986,18000,378,262,Weber SS,s,CO2 MISCIBLE,CO2,12,10,6000,35,,38,29,160,WF,JS,"15,300","11,600",Succ.,Yes,FW
USA,Tex.,Chevron,Mabee,Andrews-Martin,1992,3600,220,85,San Andres,S,CO2 MISCIBLE,CO2,9,4,4700,32,,36,10,104,WF,NC,"3,100",2.000,Succ.,Yes,Exp. L
USA,Tex.,Chevron,Slaughter Sundown,Hockley,1994,5500,155,144,San Andres,Dolo.,CO2 MISCIBLE,CO2,11,6,4950,33,,41,25,105,WF,HF,"5,950","4,747",Succ.,Yes,LW
USA,NM,Chevron,Vacuum,Lea,1997,1084,48,24,San Andres,Dolo.,CO2 MISCIBLE,CO2,12,22,4550,38,,36,15,101,WF,HF,4.500,"2,950",Succ.,Yes,LW
USA,Tex.,Chevron,Dollarhide (Devonian),Andrews,5185,6183,83,66,Devonian,Dolo.,CO2 MISCIBLE,CO2,13.5,9,8000,40,0,35,22,122,PrimJWF,HF,"2,420","1,970",Succ.,Yes,FW
USA,Tex.,Chevron,Dollarhide (Clearfork),Andrews,1985,160,21,4,Clearfork,Dolo.,CO2 MISCIBLE,CO2,11.5,4,6500,40,1,30,10,113,Prim.lWF,JS,230,124,Prom.,Yes,Exp. L
USA,Tex.,Chevron,Reinecke,Borden,1998,700,32,8,Cisco Canyon Reef,LS/Dalo.,CO2 MISCIBLE,CO2,10.4,170,6700,43.5,0.4,35,10,139,WF,JS,977,830,Succ.,Yes,Exp. L
USA,Tex.,ConocoPhillips,South Cowden,Lea,1981,4900,43,22,San Andres,Dolo.,CO2 MISCIBLE,CO2,11.7,11,4500,38,1,70,50,101,Prim.,JS,450,250,Succ.,Yes,FW
USA,NM,ConocoPhillips,Vacuum,Lea,1981,4900,192,103,San Andres,Dolo.,CO2 MISCIBLE,CO2,11.7,11,4500,38,1,70,50,101,Prim.,HF,6200,"5,200",Succ.,Yes,FW
USA,Mich.,Core Energy,Charlton6,Otsego,2006,60,1,1,Silurian-Al,LS/Dolo.,CO2 MISCIBLE,CO2,,50,5450,43,0.8,54,44,103,Prim.,JS,10,10,Succ.,,Exp. L
USA,Mich.,Core Energy,Charlton 30-31,Otsego,2005,285,2,1,Silurian-Al/Niagaran,LS/Dolo.,CO2 MISCIBLE,CO2,,50,5450,42,0.8,47,40,103,Prim.,JS,75,75,Succ.,,Exp. L
USA,Mich.,Core Energy,Dover 33,Otsego,1996,85,2,1,Silurian-Al,LS/Dolo.,CO2 MISCIBLE,CO2,5,50,5500,43,0.8,51,40,100,Prim.,C,,,Succ.,,FW
USA,Mich.,Core Energy,Dover 35,Otsego,2004,70,3,2,Silurian-Al/Niagaran,LS/Dolo.,CO2 MISCIBLE,CO2,5,50,5500,41,0.8,51,35,101,Prim.,JS,210,210,Succ.,,FW
USA,Mich.,Core Energy,Dover 36,Otsego,1997,190,1,2,Silurian-Al/Niagaran,LS/Dolo.,CO2 MISCIBLE,CO2,3,50,5600,42,0.8,52,42,102,Prim.,HF,70,70,Succ.,,FW
USA,Mich.,Core Energy,Chester 2,Otsego,2009,75,1,1,Silurian-Al/Niagaran,LS/Dolo.,CO2 MISCIBLE,CO2,5,50,5600,42,0.8,52,37,102,Prim.,JS,,,TETT,,
USA,Miss.,Denbury Resources,Lazy Creek,Pike,2001,840,8,10,Lower Tuscaloosa,s,CO2 MISCIBLE,CO2,23.4,65,10400,39,,27.4,,242,Prim.,NC,300,300,Succ.,,FW
USA,Monl,Denbury Resources,Bell Creek,Powder River,2013,2800,27,28,Muddy,s,CO2 MISCIBLE,CO2,24,700,4500,37,1.2,29,,108,Prim./WF,,230,,TETT,,Exp. L
USA,Miss.,Denbury Resources,Little Creek,"Lincoln, Pike",1985,6200,38,36,Lower Tuscaloosa,s,CO2 MISCIBLE,CO2,23,90,10750,40,,44,,250,WF,NC,"1,100","1,100",Succ.,,FW
USA,Miss.,Denbury Resources,West Mallalieu,Lincoln,1986,8240,42,45,Lower Tuscaloosa,s,CO2 MISCIBLE,CO2,26,75,10550,40,,44,,248,Prim.,NC,"2,700","2,700",Succ.,,FW
USA,Miss.,Denbury Resources,McComb,Pike,2003,12600,25,10,Lower Tuscaloosa,s,CO2 MISCIBLE,CO2,26,90,10900,40,,52,,250,Prim.,HF,1700,1701,Prom.,,Exp. L
USA,Miss.,Denbury Resources,Smithdale,Amite,2005,4100,12,5,Lower Tuscaloosa,s,CO2 MISCIBLE,CO2,23,90,11000,41,,50,,250,Prim.,HF,500,500,Succ.,,Exp. L
USA,Miss.,Denbury Resources,Brookhaven,Lincoln,2005,10800,40,37,Lower Tuscaloosa,s,CO2 MISCIBLE,CO2,25.5,60,10300,40,,47,,250,PrimJGI/WF,HF,"3,700","3,700",Succ.,,Exp. L
USA,Miss.,Denbury Resources,East Mallalieu,Lincoln,2003,880,13,12,Lower Tuscaloosa,s,CO2 MISCIBLE,CO2,26,75,10550,40,,52,,248,Prim./WF,NC,500,500,Succ.,,FW
USA,Miss.,Denbury Resources,Martinville,Simpson,2006,280,3,2,Mooringsport,s,CO2 MISCIBLE,CO2,18,40,11550,38,,55,,244,WF,NC,250,250,Succ.,,FW
USA,Miss.,Denbury Resources,Martinville,Simpson,2006,200,4,3,Rodessa,s,CO2 MISCIBLE,CO2,12,200,11600,42,,64,,250,WF,NC,200,200,Succ.,,FW
USA,Miss.,Denbury Resources,Sosa,Jones,2006,1800,12,9,Rodessa 11180,s,CO2 MISCIBLE,CO2,17,171,11500,45,,55,,228,WF,HF,2500,2500,Succ.,,Exp. L
USA,Miss.,Denbury Resources,Sosa,Jones,2006,2600,28,16,Bailey,s,CO2 MISCIBLE,CO2,17,273,11950,43,,50,,234,WF,HF,200,200,Succ.,,Exp. L
USA,Miss.,Denbury Resources,Cranfield,Adams,2008,7754,26,27,Tuscaloosa,s,CO2 MISCIBLE,CO2,23,100,10300,39,,32,,260,PrimJGI,HF,1500,1500,Succ.,,Exp. L
USA,La.,Denbury Resources,Lockhart Crossing,Livingston,2007,3500,19,12,Wilcox,s,CO2 MISCIBLE,CO2,20,30,10100,40,,32,,212,Prim./WF,HF,1500,1500,Succ.,,Exp. L
USA,La.,Denbury Resources,Delhi,"Richland,",2009,14010,61,38,Paluxy/Tuscaloosa,s,CO2 MISCIBLE,CO2,29.5,2000,3500,42,0.77,35,,135,Prim./WF,HF,"5,700","5,700",Succ.,,FW
USA,Tex.,Denbury Resources,Oyster Bayou,Chambers,2010,3900,29,11,Frio,s,CO2 MISCIBLE,CO2,28,2000,8500,39,,26.7,,190,Prim./WF,NC,0,0,Prom.,,FW
USA,Wyo.,Devon,Beaver,Fremont,2008,980,17,17,Madison,Dolo.,CO2 MISCIBLE,CO2,10,10,11100,39.5,0.64,60,50,232,Prim./WF,JS,"2,700","2,425",Prom.,Prom.,FW
USA,Tex.,Energen Resources,East Penwell,Ector,1996,1020,49,30,San Andres,Dolo.,CO2 MISCIBLE,CO2,10,4,4000,34,,55,40,86,WF,HF,"1,626",827,Succ.,Yes,RW
USA,Utah,ExxonMobil,Greater Aneth Area,San Juan,1985,13440,143,120,Ismay Desert Creek,LS,CO2 MISCIBLE,CO2,14,5,5600,41,,50,,125,Prim.,JS,6000,3000,Succ.,Yes,LW
USA,Tex.,ExxonMobil,Means,Andrews,1983,8500,484,284,San Andres,Dolo.,CO2 MISCIBLE,CO2,9,20,4300,29,,,,97,WF,HF,"10,000","8,700",Succ.,Yes,FW
USA,Tex.,Fasken,Abell,Crane,2009,809,21,19,Devonian,Tripol.,CO2 MISCIBLE,CO2,21.9,3,5300,42,,45,,105,WF,JS,180,85,TETT,TETT,Exp. L
USA,Tex.,Fasken,Hanford,Gaines,1986,1120,23,26,San Andres,Dolo.,CO2 MISCIBLE,CO2,10.5,4,5500,32,,60.7,18.7,104,Prim.,NC,400,400,Succ.,,LW
USA,Tex.,Fasken,Hanford East,Gaines,1997,340,7,4,San Andres,Dolo.,CO2 MISCIBLE,CO2,10,4,5500,32,,45,18.7,104,WF,HF,60,30,Succ.,,LW
USA,Tex.,Fasken,Hanford,Gaines,2009,113,8,4,San Andres,Dolo.,CO2 MISCIBLE,CO2,10,5,5700,32,1,50,,105,Prim.,JS,280,,TETT,,Exp. L
USA,Tex.,Fasken,River Bend (Devonian),Crane,2009,400,9,10,Devonian,Tripol.,CO2 MISCIBLE,CO2,23.7,4.5,5500,42,0.51,55,46,105,WF,JS,290,20,TETT,TETT,Exp. L
USA,Tex.,Great Western Drilling,Twofreds,"Loving, ",1974,"4,392",32,9,"Delawar, Ramsey",s,CO2 MISCIBLE,CO2,19.5,32,4900,36,2,50,,105,WF,NC,170,170,Succ.,Yes,FW
USA,Tex.,George R. Brown,Garza,Reeves,2009,"1,778",,,San Andres,,CO2 MISCIBLE,CO2,,,3000,,,,,,,,,,,,
USA,Tex.,Hess,Seminole Unit-Main Pay Zone,Gaines,1983,15699,370,110,San Andres,Dolo.,CO2 MISCIBLE,CO2,12,62.15,5300,35,1,84,,104,WF,HF,14500,14000,Succ.,Yes,FW
USA,Tex.,Hess,Seminole Unit-ROZ Phase 1,Gaines,1996,500,15,10,San Andres,Dolo.,CO2 MISCIBLE,CO2,12,62.15,5500,35,1,30,,104,None,HF,1200,1200,Prom.,Yes,p
USA,Tex.,Hess,Seminole Unit-ROZ Phase 2,Gaines,2004,480,16,9,San Andres,Dolo.,CO2 MISCIBLE,CO2,12,62.15,5500,35,1,30,,104,None,HF,1800,1800,Prom.,Yes,p
USA,Tex.,Hess,Seminole Unit-ROZ stage 1,Gaines,2007,2320,44,29,San  Andres,Dolo.,CO2 MISCIBLE,CO2,12,62.15,5500,35,1,30,,104,None,HF,3500,3500,Prom.,Yes,Exp. L
USA,Tex.,Kinder Morgan,SACROC,Scurry,1972,49900,39J,503,Canyon,LS,CO2 MISCIBLE,CO2,4,19,6700,39,1,78,39,135,Prim./WF,HF,29580,26530,Succ.,Yes,FW
USA,Wyo.,Merit Energy,Lost Soldier,Sweetwater,1989,1345,33,39,Tensleep,s,CO2 MISCIBLE,CO2,9.9,31,5000,35,1,,,178,WF,NC,4672,4545,Succ.,Yes,FW
USA,Wyo.,Merit Energy,Lost Soldier,Sweetwater,1989,790,16,17,Darwin-Madison,S/LS-Dolo.,CO2 MISCIBLE,CO2,10.3,4,5400,35,1,,,181,WF,NC,2232,1661,Succ.,Yes,FW
USA,Wyo.,Merit Energy,Lost Soldier,Sweetwater,1996,120,11,7,Cambrian,s,CO2 MISCIBLE,CO2,7,10,7000,35,,,,,WF,JS,1740,1015,Succ.,Yes,FW
USA,Wyo.,Merit Energy,Wertz,"Cartxm,",1986,1400,12,22,Tensleep,s,CO2 MISCIBLE,CO2,10,20,6000,35,1,,,163,WF,NC,3912,2986,Succ.,Yes,FW
USA,Wyo.,Merit Energy,Wertz,"Cartxm,",2000,810,12,18,Darwin-Madison,S/LS-Dolo.,CO2 MISCIBLE,CO2,10,5,6400,35,1,,,170,WF,NC,1685,1033,Succ.,Yes,FW
USA,Okla.,Merit Energy,Northeast Purdy,Garvin,1982,3400,85,49,Springer,s,CO2 MISCIBLE,CO2,13,44,9400,38,1,,,148,WF,HF,1800,1800,Succ.,,FW
USA,Okla.,Merit Energy,Bradley Unit,Garvir\fGardy,1997,700,29,12,Springer,s,CO2 MISCIBLE,CO2,14,50,9400,38,1,,,150,WF,JS,800,600,Prom.,,"FW, Exp. L"
USA,Tex.,Orla Petco,East Ford,Reeves,1995,1953,8,4,"Delaware,",s,CO2 MISCIBLE,CO2,23,30,2680,40,1,49,36,82,Prim.,HF,128,128,Disc.,No,FW
